DTXSID,CASRN,Chemical Name,Regulatory_Action,Risk_Mean,Risk_Uncertainty
DTXSID5021338,15318-45-3,Thiamphenicol,No Action,0.182,0.021354156504062617
DTXSID2041626,5973-71-7,"3,4-Dimethylbenzaldehyde",No Action,0.182,0.020396078054371134
DTXSID30883025,68259-39-2,"Poly[oxy(methyl-1,2-ethanediyl)], alpha-[2-[ethyl[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptyl)sulfonyl]amino]ethyl]-omega-hydroxy-",No Action,0.182,0.030919249667480615
DTXSID30896630,1604816-75-2,4:4 Fluorotelomer sulfonate lithium salt,Data Gap,0.182,0.059966657402259795
DTXSID5049366,874-81-7,1-Butylpyridinium iodide,No Action,0.182,0.046216880033165375
DTXSID20827958,81860-11-9,"Phosphorous acid--2,2,3,3,3-pentafluoropropan-1-ol (1/3)",No Action,0.182,0.03026549190084311
DTXSID8044703,623-03-0,4-Chlorobenzonitrile,No Action,0.182,0.04894895300208166
DTXSID9032614,33245-39-5,Fluchloralin,No Action,0.182,0.0331058907144937
DTXSID80575049,88489-79-6,"3-(1,1,2,2,3,3,3-Heptafluoropropane-1-sulfonyl)benzoic acid",Data Gap,0.182,0.05173006862551025
DTXSID20896447,1355555-21-3,"2-Ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-3-(2-methylpropane-1-sulfonyl)benzoic acid",No Action,0.182,0.03841874542459709
DTXSID0023030,40054-69-1,Etizolam,No Action,0.182,0.017204650534085254
DTXSID4045555,1642-54-2,Diethylcarbamazine citrate,No Action,0.182,0.03969886648255841
DTXSID9057632,13035-61-5,"1,2,3,5-Tetraacetyl-.-d-ribofuranose",No Action,0.182,0.025219040425836982
DTXSID20758915,93958-59-9,"1,1,2,7,8,8-Hexachloro-1,2,3,4,4,5,5,6,8-nonafluorooctane",No Action,0.182,0.044
DTXSID70883044,68310-17-8,"Poly[oxy(methyl-1,2-ethanediyl)], alpha-[2-[ethyl[(1,1,2,2,3,3,4,4,5,5,5-undecafluoropentyl)sulfonyl]amino]ethyl]-omega-hydroxy-",No Action,0.182,0.030919249667480615
DTXSID10883043,68259-38-1,"Poly[oxy(methyl-1,2-ethanediyl)], alpha-[2-[ethyl[(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexyl)sulfonyl]amino]ethyl]-omega-hydroxy-",No Action,0.182,0.030919249667480615
DTXSID9046815,16816-67-4,Pantethine,No Action,0.182,0.033704599092705435
DTXSID20896462,862130-96-9,"2,3,4,5,6-Pentafluoro-N-(3-{[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]carbamoyl}phenyl)benzamide",No Action,0.18183333333333335,0.018172781845386253
DTXSID8048737,482-44-0,Imperatorin,No Action,0.18175,0.04628782237262842
DTXSID6041133,149647-78-9,Suberoylanilide hydroxamic acid,No Action,0.1816666666666667,0.04039389392800188
DTXSID2029246,2943-75-1,Triethoxyoctylsilane,No Action,0.18166666666666667,0.045570458267024994
DTXSID5023378,51-41-2,Norepinephrine,Data Gap,0.1816,0.05058695484015616
DTXSID0057702,292618-32-7,Gimatecan,No Action,0.18159999999999998,0.029309384162755792
DTXSID40897017,872672-61-2,"1-Methyl-3-((perfluorobutyl)ethyl)-1H-imidazolium N,N-bis(perfluoromethansulfonyl)amide",No Action,0.1815,0.04615463140357638
DTXSID2041200,94-91-7,"N,N'-Disalicylidene-1,2-diaminopropane",No Action,0.1815,0.022808989455914086
DTXSID2034540,52508-35-7,Dikegulac sodium,No Action,0.1815,0.037151715976519846
DTXSID1045954,NOCAS_45954,Oseltamivir tartrate,No Action,0.1815,0.027023138233743322
DTXSID10163039,145441-35-6,"1-Undecanaminium, N-(5-carboxypentyl)-N,N-dimethyl-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoro-, hydroxide, inner salt",No Action,0.1815,0.0417163037672323
DTXSID00892503,909405-48-7,2-(N-Methylperfluorooctanesulfonamido)acetate,No Action,0.18149999999999997,0.03592005011132362
DTXSID50892992,438237-75-3,"Disodium 1H,1H,2H,2H-perfluorodecylphosphate",No Action,0.18125,0.03713573077239763
DTXSID5048895,NOCAS_48895,"N,N-Diethyltryptamine fumarate",No Action,0.18125,0.03389782441396497
DTXSID1021871,106-48-9,4-Chlorophenol,No Action,0.181,0.04988987873306569
DTXSID2022707,36505-84-7,Buspirone,No Action,0.181,0.03269556544854363
DTXSID8047131,5205-11-8,3-Methyl-2-butenyl benzoate,No Action,0.181,0.043000000000000003
DTXSID0049313,525-76-8,"2-Methyl-4H,3,1-benzoxazin-4-one",No Action,0.181,0.0398622628559895
DTXSID0048890,60676-84-8,"5-Methoxy-3,4-methylenedioxyamphetamine hydrochloride",No Action,0.181,0.029816103031751143
DTXSID10867560,793624-88-1,3-{[3-(Dimethylamino)propyl][(heptadecafluorooctyl)sulfonyl]amino}-2-hydroxy-1-propanesulfonic acid,No Action,0.181,0.04253234063627348
DTXSID5022641,1134-47-0,Baclofen,No Action,0.181,0.0422965719651132
DTXSID10619384,1646-18-0,"Ethyl 4,4,5,5,5-pentafluoro-3-hydroxypentanoate",No Action,0.181,0.03645545226711637
DTXSID2027254,624-41-9,2-Methylbutyl acetate,No Action,0.181,0.042766809560686195
DTXSID0044860,1824-81-3,6-Methylpyridin-2-amine,No Action,0.181,0.0250798724079689
DTXSID5057701,289893-25-0,Arimoclomol,Data Gap,0.181,0.050089919145472776
DTXSID5057670,179474-81-8,Prucalopride,No Action,0.181,0.03534119409414458
DTXSID30892990,144965-22-0,"Sodium 1H,1H,2H,2H-perfluorooctylphosphate",No Action,0.181,0.0383275357934736
DTXSID5026461,78-82-0,2-Methylpropanenitrile,No Action,0.181,0.027367864366808017
DTXSID10624392,2355-31-9,2-(N-Methylperfluorooctanesulfonamido)acetic acid,No Action,0.181,0.036180105030251083
DTXSID7024902,533-74-4,Dazomet,No Action,0.181,0.033896902513356586
DTXSID5037739,122-37-2,4-Anilinophenol,No Action,0.181,0.034481879299133336
DTXSID70896396,1355554-66-3,"2-Ethyl-3-(ethylsulfanyl)-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)benzoic acid",No Action,0.181,0.03360059523282288
DTXSID0047115,459-80-3,"3,7-Dimethylocta-2,6-dienoic acid",No Action,0.181,0.028089143810376277
DTXSID0052590,86-98-6,"4,7-Dichloroquinoline",No Action,0.181,0.040607881008493905
DTXSID4047464,15707-23-0,2-Ethyl-3-methylpyrazine,No Action,0.181,0.024677925358506127
DTXSID90895184,503189-11-5,"1,1,1,2,2,3,3,4,4,7,7,7-Dodecafluoroheptane",No Action,0.181,0.04784349485562274
DTXSID6049060,133454-47-4,Iloperidone,No Action,0.181,0.034190641994557514
DTXSID40833516,860804-22-4,"3,3,4,4,5,5,6,6,7,7-Decafluorooctan-1-amine",Data Gap,0.181,0.05068530358989676
DTXSID50423109,197703-75-6,"Phosphine, methylbis(pentafluoroethyl)-",No Action,0.181,0.034481879299133336
DTXSID90781452,201936-68-7,Phosphorous acid--4-(tridecafluorohexyl)phenol (1/3),No Action,0.181,0.042059481689626185
DTXSID8045563,5714-90-9,Levopropoxyphene napsylate,No Action,0.181,0.04158124577258357
DTXSID5047829,1263-89-4,Paromomycin sulfate,No Action,0.181,0.03806573262134856
DTXSID00825593,7098-02-4,"1,1,2,2,3,3,4,4,5,5,6,6,7,7-Tetradecafluoroheptan-1-ol",No Action,0.181,0.030149626863362672
DTXSID1023990,21725-46-2,Cyanazine,No Action,0.181,0.03047950130825634
DTXSID30896135,111216-49-0,"N-(3-Chloro-4-methylphenyl)-2,2,3,3,4,4,4-heptafluorobutanamide",No Action,0.181,0.024269322199023193
DTXSID60882960,68187-47-3,"1-Propanesulfonic acid, 2-methyl-, 2-[[1-oxo-3-[(.gamma.-.omega.-perfluoro-C4-16-alkyl)thio]propyl]amino]derivs.., sodium salts",No Action,0.181,0.02467792535850613
DTXSID7025053,106-20-7,Bis-2-ethylhexylamine,No Action,0.181,0.012206555615733704
DTXSID4038922,4162-45-2,Tetrabromobisphenol A bis(2-hydroxyethyl) ether,No Action,0.181,0.0383275357934736
DTXSID70373899,35449-89-9,Bis(pentafluoroethyl)phosphinous chloride,No Action,0.181,0.039102429592034305
DTXSID4025612,4553-62-2,2-Methylpentanedinitrile,No Action,0.181,0.043000000000000003
DTXSID5046271,24886-52-0,Pipofezine,No Action,0.181,0.03672873534441391
DTXSID90892991,130771-95-8,"Sodium 1H,1H,2H,2H-perfluorodecylphosphate",No Action,0.181,0.0383275357934736
DTXSID50893000,NOCAS_893000,"2-(Perfluorooctyl)-(1,2-13C2)-1-ethanol dihydrogen phosphate sodium",No Action,0.181,0.0383275357934736
DTXSID50374187,17426-84-5,(Pentafluoroethyl)phosphonous dichloride,No Action,0.181,0.0398622628559895
DTXSID5022851,2058-52-8,Clothiapine,No Action,0.181,0.04678675026115835
DTXSID60807411,6256-76-4,"Trichloro(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)stannane",No Action,0.181,0.03806573262134856
DTXSID8022329,481-30-1,Epitestosterone,No Action,0.181,0.028089143810376284
DTXSID2046915,81129-83-1,Cilastatin sodium,No Action,0.181,0.015132745950421559
DTXSID90893004,NOCAS_893004,"Sodium 1H, 1H, 2H, 2H-[1,2-13C2] perfluorooctyl phosphate",No Action,0.181,0.0383275357934736
DTXSID5046695,127294-70-6,Balofloxacin,No Action,0.181,0.023430749027719962
DTXSID9041524,1124-33-0,4-Nitropyridine-1-oxide,No Action,0.181,0.025079872407968908
DTXSID20144319,101896-21-3,"3,7-Bis(2-hydroxyethyl)-5-(((perfluorononyl)ethyl)oxy)-4,6-dioxa-3,7-diaza-5-phosphanonane-1,9-diol 5-oxide",No Action,0.181,0.037802116342871596
DTXSID8037754,101-37-1,"2,4,6-Tris(allyloxy)-1,3,5-triazine",No Action,0.181,0.03935733730830886
DTXSID20894140,NOCAS_894140,6:2 Fluorotelomer sulfonyl amido sulfonate,No Action,0.181,0.03590264614203248
DTXSID8022371,58-22-0,Testosterone,No Action,0.181,0.028089143810376284
DTXSID5047405,141-16-2,Citronellyl butyrate,No Action,0.1809,0.03347073348464297
DTXSID10883028,332350-93-3,Benzyltriphenylphosphonium N-(methyl)nonafluorobutanesulfonamide (1:1),No Action,0.18084523809523811,0.02940280743456335
DTXSID80379721,2264-01-9,"1H,1H,6H,6H-Perfluorohexane-1,6-diol diacrylate",No Action,0.18083333333333332,0.033377054660017225
DTXSID601023732,402570-11-0,"3,4-Dichloro-perfluoro-1-methylbutyl perfluoro-2-propoxypropanoate",No Action,0.18066666666666667,0.04837469494592303
DTXSID0020022,50594-66-6,5-(2-Chloro-4-(trifluoromethyl)phenoxy)-2-nitrobenzoic acid,No Action,0.18066666666666664,0.041198705481280996
DTXSID4045688,95847-70-4,Ipsapirone,No Action,0.18050000000000002,0.034091787867461566
DTXSID70663106,25080-25-5,"1,1,2,2,3,3,4,4,5,5,6,6-Dodecafluoro-1-[(1,1,1,2,3,3,3-heptafluoropropan-2-yl)oxy]-8-iodooctane",No Action,0.18050000000000002,0.038758869952566985
DTXSID30544200,96383-57-2,"Ethenyl 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl carbonate",No Action,0.18050000000000002,0.030858548248418948
DTXSID90848039,90292-29-8,"(4Z)-2-Butyl-5,6,6,7,7,8,8,8-octafluoro-4-octenoic acid",No Action,0.18049999999999997,0.030532769281544053
DTXSID8020911,3771-19-5,Nafenopin,No Action,0.1804,0.017217433025860734
DTXSID00896521,340034-61-9,"2-Ethylhexyl 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoate",No Action,0.18033333333333332,0.036161674002549535
DTXSID3024316,34014-18-1,Tebuthiuron,No Action,0.18033333333333332,0.022183577509299782
DTXSID8045565,6151-30-0,Quinacrine dihydrochloride dihydrate,Data Gap,0.18025,0.056485064397590976
DTXSID20897151,630-31-9,4-Chlorobenzenediazonium perfluorobutanoate perfluorobutanoic acid (1:1:1),Data Gap,0.18024999999999997,0.05575
DTXSID1041421,487-06-9,"5,7-Dimethoxy-2H-chromen-2-one",No Action,0.18016666666666667,0.025889186931999236
DTXSID8045690,98769-84-7,Reboxetine mesylate,No Action,0.18,0.03193743884534262
DTXSID0046147,64204-55-3,Esaprazole,No Action,0.18,0.026076809620810597
DTXSID0024183,96-33-3,Methyl acrylate,No Action,0.18,0.027568097504180447
DTXSID2045943,64211-46-7,Oxiconazole nitrate,No Action,0.18,0.043358966777357594
DTXSID9044873,2156-96-9,Decyl prop-2-enoate,No Action,0.18,0.024899799195977467
DTXSID1021586,689-67-8,"6,10-Dimethyl-5,9-undecadiene-2-one",No Action,0.18,0.0322490309931942
DTXSID8057809,70-10-0,Ticlatone,No Action,0.18,0.02408318915758459
DTXSID8044593,15619-48-4,1-Benzylquinolinium chloride,No Action,0.18,0.024083189157584586
DTXSID8038857,71868-10-5,2-Methyl-4'-(methylthio)-2-morpholinopropiophenone,No Action,0.18,0.04669047011971501
DTXSID1031462,1124-64-7,N-Butylpyridinium chloride,No Action,0.18,0.04837354648979131
DTXSID2020892,443-48-1,Metronidazole,No Action,0.18,0.027202941017470884
DTXSID8044624,2499-59-4,Octyl prop-2-enoate,No Action,0.18,0.024899799195977467
DTXSID6045909,125-52-0,Oxyphencyclimine hydrochloride,No Action,0.18,0.03924283374069716
DTXSID60533682,90314-96-8,"4-[(2,2,3,3,3-Pentafluoropropyl)sulfanyl]phenol",No Action,0.18,0.032557641192199414
DTXSID80880968,74256-14-7,(Perfluoro-9-methyldecyl)ethyl methacrylate,No Action,0.18,0.03660601043544625
DTXSID5046015,2627-69-2,Acadesine,No Action,0.18,0.038470768123342686
DTXSID4046656,14344-58-2,Bicisate dihydrochloride,No Action,0.18,0.02449489742783178
DTXSID80240841,94158-65-3,(Perfluoro-15-methylhexadecyl)ethyl methacrylate,No Action,0.18,0.03660601043544625
DTXSID20240840,94158-64-2,((Perfluoro-13-methyltetradecyl)ethyl) methacrylate,No Action,0.18,0.03660601043544625
DTXSID9041237,99-86-5,alpha-Terpinene,No Action,0.18,0.0316227766016838
DTXSID9045425,35898-87-4,Dilazep,Data Gap,0.18,0.05215361924162119
DTXSID60406665,1652-66-0,11-(Perfluorobutyl)undecanoic acid,No Action,0.18,0.03098386676965934
DTXSID5020233,50-14-6,Ergocalciferol,No Action,0.18,0.042895221179054435
DTXSID8070883,67939-89-3,"2-(Ethyl((1,1,2,2,3,3,4,4,4-nonafluorobutyl)sulphonyl)amino)ethyl dihydrogen phosphate",No Action,0.18,0.03130495168499706
DTXSID10599394,755-42-0,"2,2,3,3,4,4,4-Heptafluoro-N-methylbutan-1-amine",No Action,0.18,0.03794733192202055
DTXSID60781383,204316-37-0,23-(Perfluorobutyl)tricosanoic acid,No Action,0.18,0.03098386676965934
DTXSID5048506,588941-45-1,PharmaGSID_48506,No Action,0.18,0.034351128074635334
DTXSID60379901,50836-66-3,(Perfluoro-5-methylhexyl)ethyl 2-methylprop-2-enoate,No Action,0.18,0.03660601043544625
DTXSID50896334,390410-82-9,"7,7,8,8,9,9,10,10,11,11,12,12,13,14,14,14-Hexadecafluoro-13-(trifluoromethyl)tetradecan-1-ol",No Action,0.18,0.026457513110645904
DTXSID60164839,15166-00-4,"3,3,4,4,5,5,6,6,7,7,8,8,9,10,10,10-Hexadecafluoro-9-(trifluoromethyl)decyl methacrylate",No Action,0.18,0.03660601043544625
DTXSID1021873,106-63-8,Isobutyl acrylate,No Action,0.18,0.04049691346263318
DTXSID40880969,74256-15-8,(Perfluoro-11-methyldodecyl)ethyl methacrylate,No Action,0.18,0.03660601043544625
DTXSID80768393,136790-32-4,"Trimethoxy{3-[(3,3,4,4,5,5,6,6,6-nonafluorohexyl)oxy]propyl}silane",No Action,0.18,0.04049691346263318
DTXSID7024291,13593-03-8,Quinalphos,No Action,0.18,0.04024922359499622
DTXSID7044502,102-40-9,"2,2'-[Benzene-1,3-diylbis(oxy)]diethanol",No Action,0.18,0.034351128074635334
DTXSID6048620,6809-52-5,Teprenone,No Action,0.18,0.0322490309931942
DTXSID5022194,2499-95-8,Hexyl acrylate,No Action,0.18,0.024899799195977467
DTXSID3045435,22881-35-2,Famprofazone,Data Gap,0.18,0.05039841267341662
DTXSID10379310,54052-90-3,"1H,1H,3H-Perfluorobutyl acrylate",No Action,0.17983333333333335,0.036941770997672055
DTXSID00882929,944578-05-6,"Sulfonamides, C4-8-alkane, perfluoro, N-[4,7-dimethyl-4-[[(1-methylpropylidene)amino]oxy]-3,5-dioxa-6-aza-4-silanon-6-en-1-yl]-N-ethyl",No Action,0.17983333333333332,0.0273500964857124
DTXSID5046308,102-98-7,Phenylmercury borate,No Action,0.17966666666666664,0.02990540642314251
DTXSID40515507,84271-36-3,5-Iodoethyl-perfluoro-3-oxapentanesulfonyl fluoride,No Action,0.1795,0.026874709300753377
DTXSID70880174,1813-83-8,"Decane, 3,3,4,4,5,5,6,6,7,7,8,8-dodecafluoro-1,10-diiodo-",No Action,0.1795,0.035387144558441004
DTXSID60931583,142674-36-0,"3-[(6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,13-Heptadecafluorotridecanoyl)oxy]-4-(trimethylazaniumyl)butanoate",No Action,0.17949999999999997,0.03580851853958776
DTXSID40931581,142674-34-8,"3-[(6,6,7,7,8,8,9,9,10,10,11,11,11-Tridecafluoroundecanoyl)oxy]-4-(trimethylazaniumyl)butanoate",No Action,0.17949999999999997,0.03580851853958776
DTXSID5045205,749-02-0,Spiperone,No Action,0.17925000000000005,0.04827072093930232
DTXSID90895583,125162-63-2,"2-Amino-5,5,6,6,7,7,8,8,8-nonafluorooctanoic acid",No Action,0.17925000000000002,0.03694675222533098
DTXSID40240827,94158-20-0,"Butan-2-one O,O',O''-((3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silylidyne)oxime",No Action,0.17900000000000002,0.04323193264243457
DTXSID20297511,17886-82-7,"1-fluoro-1,3-bis(1,1,1,2,3,3,3-heptafluoropropan-2-yl)thiazirene",No Action,0.17900000000000002,0.02477902338672773
DTXSID3070884,67939-90-6,N-Ethyl-N-(2-(phosphonooxy)ethyl)perfluoropentanesulfonamide,No Action,0.179,0.03207802986469088
DTXSID4045682,85371-64-8,Pinacidil monohydrate,No Action,0.179,0.03935733730830885
DTXSID4020745,76180-96-6,"2-Amino-3-methyl-3H-imidazo[4,5-f]quinoline",No Action,0.179,0.04036087214122113
DTXSID8024739,87-44-5,beta-Caryophyllene,No Action,0.179,0.031128764832546753
DTXSID4044909,3027-21-2,Dimethoxy(methyl)phenylsilane,No Action,0.179,0.03014962686336267
DTXSID4021131,135-88-6,N-Phenyl-2-naphthylamine,No Action,0.179,0.033
DTXSID80881152,94159-81-6,1-((3-(Dimethylamino)propyl)amino)-(3-(perfluorooctyl))propan-2-ol,No Action,0.179,0.03858756276314947
DTXSID3021562,3018-12-0,Dichloroacetonitrile,No Action,0.179,0.03144837038703277
DTXSID6022898,54024-22-5,Desogestrel,No Action,0.179,0.0452658811910251
DTXSID8063204,3820-83-5,N-Ethyl-N-[2-(phosphonooxy)ethyl]perfluorooctanesulfonamide,No Action,0.179,0.03207802986469088
DTXSID60896128,1427176-19-9,"1,1,2,2,3,3,4,4,4-Nonafluoro-N,N-bis(2-methoxyethyl)butane-1-sulfonamide",No Action,0.179,0.03360059523282288
DTXSID60881150,94159-79-2,1-((3-(Dimethylamino)propyl)amino)-(3-(perfluorododecyl))propan-2-ol,No Action,0.179,0.03858756276314947
DTXSID0046434,118288-08-7,Lafutidine,No Action,0.179,0.04534558657931577
DTXSID90893302,94403-04-0,"1,6-bis(trimethoxysilanylethyl)perfluorohexane",No Action,0.179,0.0383275357934736
DTXSID3047132,505-79-3,3-(Methylthio)propyl isothiocyanate,Data Gap,0.179,0.05166236541235796
DTXSID10896178,1427176-20-2,"1,1,2,2,3,3,4,4,5,5,6,6,6-Tridecafluoro-N,N-bis(2-methoxyethyl)hexane-1-sulfonamide",No Action,0.179,0.03360059523282288
DTXSID5041308,2642-82-2,"2,2-Bis(4-chlorophenyl)ethanol",No Action,0.179,0.046141087980237305
DTXSID9040710,107-51-7,Octamethyltrisiloxane,No Action,0.179,0.039102429592034305
DTXSID1021744,71-73-8,Thiopental sodium,No Action,0.179,0.03080584360149872
DTXSID2023640,91161-71-6,Terbinafine,No Action,0.179,0.033896902513356586
DTXSID5047162,4312-99-6,1-Octen-3-one,No Action,0.179,0.042059481689626185
DTXSID7047437,18436-37-8,alpha-Hexyl-gamma-butyrolactone,No Action,0.179,0.03477067730142742
DTXSID3047928,65039-10-3,1-Allyl-3-methylimidazolium chloride,No Action,0.179,0.04657252408878007
DTXSID1040110,105-37-3,Ethyl propionate,No Action,0.179,0.03672873534441391
DTXSID80896165,38506-76-2,"4-Chloro-2-(2-chloro-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecyl)phenyl acetate",No Action,0.179,0.0350570962859162
DTXSID30895587,784189-62-4,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,18,18,19,19,20,20,21,21,22,22,23,23,24,24,25,25,26,26,27,27,27-Dotetracontafluoro-12,16-diiodoheptacosane",No Action,0.179,0.041340053217188776
DTXSID5020499,127-19-5,"N,N-Dimethylacetamide",No Action,0.179,0.045923850012820136
DTXSID10663084,885276-27-7,"Acetamido(6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,13-heptadecafluorotridecyl)propanedioic acid",No Action,0.179,0.03144837038703277
DTXSID5026251,603-35-0,Triphenylphosphine,No Action,0.179,0.045044422518220835
DTXSID2070924,67969-65-7,N-Ethyltridecafluoro-N-(2-(phosphonooxy)ethyl)hexanesulphonamide,No Action,0.179,0.03207802986469088
DTXSID80880983,80475-32-7,"N,N-Dimethyl-3-((perfluorohexyl)ethylsulfonyl)aminopropanamine N-oxide",No Action,0.179,0.034481879299133336
DTXSID7048956,62013-04-1,Dirithromycin,No Action,0.179,0.0439203825119955
DTXSID4027282,644-97-3,Phenyl phosphorus dichloride,No Action,0.179,0.04036087214122113
DTXSID60759683,95681-08-6,"Trimethoxy(4,4,5,5,6,6,7,7,7-nonafluoroheptyl)silane",No Action,0.179,0.041340053217188776
DTXSID1070854,67923-61-9,N-Ethyl-N-[2-(phosphonooxy)ethyl]perfluoroheptanesulfonamide,No Action,0.179,0.03207802986469088
DTXSID7049057,107007-99-8,Granisetron hydrochloride,No Action,0.179,0.03590264614203248
DTXSID00895397,40735-25-9,"1,1,1,2,2,3,3,4,4,12,12,13,13,14,14,15,15,15-Octadecafluoro-6,10-diiodopentadecane",No Action,0.179,0.041340053217188776
DTXSID20881151,94159-80-5,1-((3-(Dimethylamino)propyl)amino)-(3-(perfluorodecyl))propan-2-ol,No Action,0.179,0.03858756276314947
DTXSID20880543,64264-44-4,Heptadecafluoro-N-(2-(phosphonooxy)ethyl)-N-propyloctanesulphonamide,No Action,0.179,0.035902646142032486
DTXSID1047528,58394-64-2,Benzyloctyl adipate,No Action,0.179,0.023000000000000003
DTXSID50880495,59158-81-5,2H-Hexafluoropropyl allyl ether,No Action,0.179,0.035902646142032486
DTXSID6048836,87760-53-0,Tandospirone,No Action,0.179,0.04109744517606904
DTXSID50283720,1548-79-4,5-fluoro-2-methyl-6-(pentafluoroethyl)pyrimidin-4(1h)-one,No Action,0.179,0.03112876483254676
DTXSID70220516,70281-93-5,Potassium N-((heptadecafluorooctyl)sulphonyl)-N-methylglycinate,No Action,0.179,0.03562302626111375
DTXSID4052267,60-01-5,Glycerol tributyrate,No Action,0.179,0.03477067730142742
DTXSID8047187,141-14-0,Citronellyl propionate,No Action,0.1789,0.026643760995775354
DTXSID00896586,1882109-76-3,Perfluoro-2-(propan-2-yl)pentanoic acid,No Action,0.17883333333333332,0.020056171120131583
DTXSID1025431,101-18-8,3-Hydroxy-N-phenylaniline,No Action,0.17873333333333333,0.03178741889490243
DTXSID4028040,56038-89-2,"N-(1-Ethylpropyl)-3,4-xylidine",No Action,0.17859999999999998,0.02618472837361503
DTXSID0049234,174899-83-3,1-Butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,No Action,0.1785,0.0375532954612508
DTXSID8057857,979-02-2,Dehydropregnenolone acetate,No Action,0.1785,0.022588713996153035
DTXSID1047578,2043-55-2,"1H,1H,2H,2H-Perfluorohexyl iodide",No Action,0.1785,0.03564056677439348
DTXSID7046837,1055-55-6,Bunamidine hydrochloride,No Action,0.1785,0.025695330315059193
DTXSID3027588,5124-30-1,"1,1-Methylenebis(4-isocyanatocyclohexane)",No Action,0.17817857142857144,0.03742422616543504
DTXSID40893155,2087970-37-2,"2,2,3-Trifluoro-3-[1,1,2,2,3,3-hexafluoro-3-(trifluoromethoxy)propoxy](1-14C)propanoic acid",No Action,0.17816666666666667,0.03464462440264002
DTXSID0046357,26095-59-0,Otilonium bromide,No Action,0.17800000000000002,0.03762977544445356
DTXSID6049228,171058-18-7,1-Decyl-3-methylimidazolium chloride,No Action,0.178,0.02785677655436824
DTXSID3024940,3252-43-5,Dibromoacetonitrile,No Action,0.178,0.025612496949731396
DTXSID0026044,111-02-4,(E)-Squalene,No Action,0.178,0.026758176320519304
DTXSID90780364,2803-40-9,11-(Perfluoropentyl)undecanoic acid,No Action,0.178,0.031240998703626618
DTXSID1049229,171058-21-2,1-Methyl-3-tetradecylimidazolium chloride,No Action,0.178,0.029933259094191537
DTXSID60826566,87042-39-5,"2,2,3,3,4,4,5,5,6-Nonafluoro-1-(heptafluoropropyl)-6-(trifluoromethyl)piperidine",No Action,0.178,0.0267581763205193
DTXSID6021086,23135-22-0,Oxamyl,No Action,0.178,0.033406586176980134
DTXSID1047948,171058-17-6,1-Hexyl-3-methylimidazolium chloride,No Action,0.178,0.02785677655436824
DTXSID2047933,874-80-6,1-Butylpyridinium bromide,Data Gap,0.178,0.050754310161798086
DTXSID4020450,115-32-2,Dicofol,Data Gap,0.178,0.051923019942988674
DTXSID6025303,10213-75-9,3-((2-Ethylhexyl)oxy)propionitrile,No Action,0.178,0.02521904042583698
DTXSID5025079,110-96-3,Diisobutylamine,No Action,0.178,0.02357965224510319
DTXSID7040732,104-12-1,4-Chlorophenyl isocyanate,Data Gap,0.178,0.05436910887627274
DTXSID0021961,119-61-9,Benzophenone,No Action,0.178,0.029257477676655586
DTXSID80897475,1363391-48-3,"4,5-Dihydro-2-phenyl-a-((perfluorohexyl)ethyloxy)methyl-1H-Imidazole-1-ethanol",No Action,0.178,0.04643274706497559
DTXSID7041671,7785-70-8,(+)-alpha-Pinene,No Action,0.178,0.0354400902933387
DTXSID4045187,7681-67-6,Propionylpromazine hydrochloride,No Action,0.178,0.041904653679513924
DTXSID10896173,38506-72-8,"5-Chloro-2-(2-chloro-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecyl)phenyl acetate",No Action,0.178,0.025219040425836982
DTXSID50894815,1207727-04-5,Broflanilide,No Action,0.178,0.026000000000000002
DTXSID20844584,919079-96-2,"4'-Dodecyl-3-(6,6,7,7,8,8,9,9,9-nonafluorononyl)-2,2'-bithiophene",No Action,0.178,0.031240998703626618
DTXSID8052300,623-33-6,Ethyl glycinate hydrochloride,No Action,0.178,0.03762977544445356
DTXSID4023676,19387-91-8,Tinidazole,No Action,0.178,0.039191835884530846
DTXSID5047873,64697-40-1,1-Methyl-3-octylimidazolium chloride,No Action,0.178,0.02785677655436824
DTXSID20897479,92340-26-6,1-[2-[Ethyl[(perfluorooctyl)sulfonyl]amino]ethyl] butanedioate potassium,No Action,0.178,0.038157568056677825
