DTXSID,CASRN,Chemical Name,Global_Risk_Index,Risk_Category,Hazard_Composite,Exposure_Score,Persistence_Score,LogP,TPSA
DTXSID40320032,1642-30-4,"2,2'-(1,1,2,2,3,3-Hexafluoropropane-1,3-diyl)bis(1H-benzimidazole)",7.332105133830242,Moderate Concern,2.6850206143647743,5.0,5.461488894799329,4.958300000000002,57.36
DTXSID90896676,83707-01-1,"(2Z)-4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoronon-2-en-1-ol",7.3314433015073535,Moderate Concern,2.554238263772655,5.0,5.7406103459421844,4.273700000000001,20.23
DTXSID80420762,38550-47-9,3-(Perfluorohexyl)-2-propen-1-ol,7.3314433015073535,Moderate Concern,2.554238263772655,5.0,5.7406103459421844,4.273700000000001,20.23
DTXSID80896761,83706-97-2,(E)-3-(Perfluorohexyl)-2-propen-1-ol,7.3314433015073535,Moderate Concern,2.554238263772655,5.0,5.7406103459421844,4.273700000000001,20.23
DTXSID90631327,6123-61-1,"1,1,1,2,2-Pentafluoro-2-[(pentafluoroethyl)selanyl]ethane",7.330362817788059,Moderate Concern,2.591096246559724,5.0,5.658116966917613,3.0007999999999995,0.0
DTXSID7027594,5281-04-9,D&C Red No. 7,7.329676583426682,Moderate Concern,2.9660962465597245,5.0,4.942305288931961,2.15602,142.28
DTXSID90834073,84442-92-2,"(Dichloromethyl)(3,3,4,4,4-pentafluorobutan-2-yl)silane",7.329319614525183,Moderate Concern,2.6608325936601447,5.0,5.509042268941269,2.9224000000000006,0.0
DTXSID50892351,39492-88-1,"Perfluoro-3,5-dioxahexanoic acid",7.328559838151269,Moderate Concern,2.7301246435145,5.0,5.368663189470489,1.7671000000000001,55.760000000000005
DTXSID50548881,24689-56-3,"2,2'-{Oxybis[(1,1,2,2-tetrafluoroethane-2,1-diyl)oxy]}bis(difluoroacetyl fluoride)",7.326965551314534,Moderate Concern,2.6035775766409297,5.0,5.628382743077393,3.5851999999999995,61.830000000000005
DTXSID60505420,337-83-7,2H-Perfluoropropanoic anhydride,7.326078212777399,Moderate Concern,2.695682744059545,5.0,5.435415743133586,1.8569999999999998,43.370000000000005
DTXSID9040502,220127-57-1,Imatinib mesylate,7.324589171868031,Moderate Concern,2.916096246559724,5.0,5.023557902458976,4.094320000000002,140.64999999999998
DTXSID0025440,56-18-8,Norspermidine,7.32370470601677,Moderate Concern,4.841096246559724,3.0,5.042731599770256,-0.7263999999999986,64.07
DTXSID40896565,57024-21-2,"1,1,1,2,3,3,3-Heptafluoropropan-2-yl benzoate",7.322574220882286,Moderate Concern,2.651452389256807,5.0,5.523443868388509,3.6338000000000017,26.3
DTXSID80781567,292863-75-3,"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluoro-1-phenyloctan-1-one",7.32073562525991,Moderate Concern,2.51675793696248,5.0,5.817592163110795,5.998200000000002,17.07
DTXSID60507267,79150-77-9,"5-Chloro-2,2,3,3,4,6-hexafluoro-2,3-dihydropyridine",7.319778080400882,Moderate Concern,2.6578577436549873,5.0,5.508028484876693,3.016,12.36
DTXSID30568345,140427-84-5,"3-Bromo-1,1,2,3,4,4,4-heptafluorobut-1-ene",7.318862312441974,Moderate Concern,2.614945332634144,5.0,5.597717260933618,3.6870000000000003,0.0
DTXSID4027076,139-96-8,Dodecyl sulfate triethanolamine salt,7.3178613798778525,Moderate Concern,2.9410962465597246,5.0,4.976281472214819,1.9920000000000004,127.53000000000002
DTXSID7047851,5714-00-1,Acetophenazine dimaleate,7.315876858356326,Moderate Concern,3.791096246559724,4.0,4.824380853556017,2.9154999999999998,196.22
DTXSID3023005,7280-37-7,Estropipate,7.311410668613337,Moderate Concern,2.8910962465597243,5.0,5.057881194590868,2.4726,104.73000000000002
DTXSID1071662,68555-73-7,N-Ethyl-pentadecafluoro-N-(2-hydroxyethyl)-1-heptanesulfonamide,7.311315570809659,Moderate Concern,1.8375415372788029,7.0,5.684081865814903,3.962000000000002,57.61
DTXSID9022578,745-65-3,Alprostadil,7.310151250080109,Moderate Concern,3.566096246559724,4.0,5.124757399027256,3.475100000000002,94.83
DTXSID00575182,93620-85-0,"1-(4-Chloro-1,1,2,2,3,3,4,4-octafluorobutyl)-3-nitrobenzene",7.308710687519479,Moderate Concern,2.6327348554587804,5.0,5.552181354203148,4.788800000000001,43.14
DTXSID90837948,824393-39-7,"2,2-Difluoro-3-(nonafluorobutoxy)propanoic acid",7.307685782501819,Moderate Concern,2.6260713240073574,5.0,5.565489189646508,3.1486,46.53
DTXSID50631388,21297-65-4,"2,2,4,4,5,5-Hexafluoro-1,3-dioxolane",7.307287756201885,Moderate Concern,2.6855657985065458,5.0,5.441898135778686,1.7691,18.46
DTXSID10895489,135984-68-8,2-(Perfluorooctyl)ethanal,7.30607809082169,Moderate Concern,2.469107182465642,5.0,5.917991849609271,5.584800000000002,17.07
DTXSID20440585,133331-77-8,1-(Perfluorohexyl)octane,7.30197064511368,Moderate Concern,2.4656482354857205,5.0,5.9229621971402,7.475800000000005,0.0
DTXSID40750734,88951-06-8,4-Cyanophenyl 4-(undecafluoropentyl)benzoate,7.298137268976015,Moderate Concern,2.5688446344406355,5.0,5.6820386652657024,6.337480000000003,50.089999999999996
DTXSID9048516,NOCAS_48516,PharmaGSID_48516,7.297097156070454,Moderate Concern,2.8410962465597245,5.0,5.1368179905249525,0.9977,65.31
DTXSID70873425,667465-18-1,"Bis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl) phosphate ion(1-)",7.296651180098246,Moderate Concern,2.3567915617814537,5.0,6.192020795070097,8.745800000000001,58.59
DTXSID5049029,60325-46-4,Sulprostone,7.2932735419759,Moderate Concern,2.9410962465597246,5.0,4.959561286378865,1.7409999999999992,130.0
DTXSID5048635,150915-40-5,Tirofiban hydrochloride monohydrate,7.285819122346953,Moderate Concern,2.441096246559724,6.0,4.974417492834059,2.5476000000000005,136.23000000000002
DTXSID5038888,2390-60-5,Basic Blue 7,7.285062359326163,Moderate Concern,4.516096246559725,3.0,5.3771088727908785,4.543000000000005,18.28
DTXSID9046237,2607-31-0,Halethazole hydrochloride,7.283462962353478,Moderate Concern,4.491096246559724,3.0,5.405853836490193,5.7591000000000045,25.36
DTXSID5044239,43229-80-7,Formoterol hemifumarate,7.282058897911362,Moderate Concern,3.8660962465597244,4.0,4.708922407448702,4.158400000000001,256.23999999999995
DTXSID10896173,38506-72-8,"5-Chloro-2-(2-chloro-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecyl)phenyl acetate",7.281785265785115,Moderate Concern,2.01579455323301,6.0,6.020607981524624,8.8147,26.3
DTXSID80895592,137052-16-5,4-(Nonafluorobutyl)benzonitrile,7.28006388755564,Moderate Concern,2.5896841628015244,5.0,5.622356573150647,4.48298,23.79
DTXSID8048654,104757-53-1,Barnidipine hydrochloride,7.2773831604933745,Moderate Concern,3.559846246559724,4.0,5.110742611093331,4.242100000000004,111.00999999999999
DTXSID6021240,127-47-9,Retinol acetate,7.276747421674047,Moderate Concern,3.3588938656073433,4.0,5.416029586542392,6.081100000000006,26.3
DTXSID8020383,131-01-1,Deserpidine,7.274272920910451,Moderate Concern,4.741096246559724,3.0,5.114339625699347,4.162500000000003,108.55000000000001
DTXSID90520388,788-40-9,Nonafluoro(trifluoromethoxy)cyclopentane,7.268289696336041,Moderate Concern,2.541096246559724,5.0,5.720593784022348,3.7434,9.23
DTXSID7046592,223769-64-0,Hydroxystilbamidine bis(methanesulfonate),7.268058752346842,Moderate Concern,3.1160962465597244,5.0,4.664848693535076,1.1387400000000016,228.71
DTXSID50895488,1257261-89-4,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-Henicosafluoro-12-iodotriacontane",7.266359426681102,Moderate Concern,2.25,5.0,6.458986157049868,15.111699999999974,0.0
DTXSID60382617,681-68-5,"3-(2,2,3,3-Tetrafluoropropoxy)prop-1-ene",7.2647785713094875,Moderate Concern,2.679976083474984,5.0,5.421524927856544,2.0894,9.23
DTXSID8034372,147150-35-4,Cloransulam-methyl,7.262048518535934,Moderate Concern,2.416096246559724,6.0,5.00949174305201,1.9028999999999994,124.78
DTXSID40703083,479024-70-9,"(E)-(Dimethylamino)-N,N,N-trimethyl(methylimino)methanaminium pentafluoroethan-1-olate",7.2600870594901235,Moderate Concern,2.7311102176593827,5.0,5.316582987055108,0.7417999999999996,38.66
DTXSID30895183,355-98-6,4-(Perfluoropropyl)-3-butene,7.259446158793104,Moderate Concern,2.5919099822482585,5.0,5.601619044266467,3.7855000000000016,0.0
DTXSID4046862,152044-54-7,Epothilone B,7.259102025956247,Moderate Concern,3.5410962465597238,4.0,5.124897433251547,4.477520000000005,109.25000000000001
DTXSID00668381,766547-35-7,"1,3,4,4-Tetrafluoro-3-(propylsulfanyl)cyclobut-1-ene",7.2582792733947326,Moderate Concern,2.6419129989998424,5.0,5.494714834396532,3.2977000000000016,0.0
DTXSID20667619,813460-60-5,"3-Methyl-3-(2,2,3,3,3-pentafluoropropoxy)oxetane",7.257302958882671,Moderate Concern,2.677262837664418,5.0,5.421434800337925,1.9895,18.46
DTXSID10747479,862700-70-7,"S-Deoxo-3,17alpha-bis-(O-tetrahydro-2H-pyran-2-yl)-6-oxo-fulvestrant",7.257270483398339,Moderate Concern,2.5362764407287886,5.0,5.722775614564313,12.057999999999984,53.99000000000001
DTXSID20893350,149724-40-3,8:2 Fluorotelomer sulfonate ammonium salt,7.257229171667296,Moderate Concern,2.5478577792495054,5.0,5.696730194889433,5.3073000000000015,93.7
DTXSID60524434,92914-88-0,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluoro-2-methylnonan-2-ol",7.254251861018714,Moderate Concern,2.4873256200216103,5.0,5.832973216394312,5.131400000000002,20.23
DTXSID0072352,71463-74-6,Piperidinium perfluorooctanesulfonate,7.253767704401136,Moderate Concern,2.5412936511030075,5.0,5.708720596891867,4.2322000000000015,73.81
DTXSID60378853,647-25-6,"1,8-Dichloroperfluorooctane",7.250646414979014,Moderate Concern,2.428880304949562,5.0,5.97036124028317,6.461400000000002,0.0
DTXSID7046205,10023-54-8,Aminoquinol,7.250066620265628,Moderate Concern,4.416096246559724,3.0,5.472455169663822,7.6344000000000065,28.16
DTXSID20896624,2966-54-3,Potassium heptafluorobutanoate,7.242537820552988,Moderate Concern,2.761469822041293,5.0,5.245422392629491,-2.4268000000000005,40.129999999999995
DTXSID70577330,378-94-9,Nonafluoromorpholine,7.242193544690268,Moderate Concern,2.596786769763107,5.0,5.577811493048342,2.5743,12.47
DTXSID7042065,465-73-6,Isodrin,7.239471697543806,Moderate Concern,4.422881960845438,3.0,5.4560742381949625,5.270200000000002,0.0
DTXSID8020040,309-00-2,Aldrin,7.239471697543806,Moderate Concern,4.422881960845438,3.0,5.4560742381949625,5.270200000000002,0.0
DTXSID30583412,240497-37-4,"Bromotris(3,3,4,4,5,5,6,6,6-nonafluorohexyl)stannane",7.239230527718577,Moderate Concern,2.22506119870179,5.0,6.506994532952443,11.901699999999993,0.0
DTXSID10881064,93819-97-7,"N,N-Bis(2-hydroxyethyl)-4-[[4,4,5,5,5-pentafluoro-3-(1,1,2,2,2-pentafluoroethyl)-1,2,3-tris(trifluoromethyl)-1-penten-1-yl]oxy]benzenesulfonamide",7.238354320218288,Moderate Concern,2.4894855949130807,5.0,5.8151405535415535,6.363300000000008,87.07000000000001
DTXSID10510387,74067-14-4,"Methyl 3,3,4,4,4-pentafluoro-2-oxobutanoate",7.238111598396289,Moderate Concern,2.7257265533457637,5.0,5.310959450067859,0.9260999999999998,43.370000000000005
DTXSID70757539,91913-68-7,1-[(Pentadecafluoroheptyl)oxy]octane,7.231475980354645,Moderate Concern,2.4247535664564586,5.0,5.964710047563921,7.695100000000005,9.23
DTXSID60896082,1206684-15-2,"2,2,3,3,4,4,4-Heptafluoro-1-(morpholin-4-yl)butane-1-thione",7.231242199768957,Moderate Concern,2.6220840473397296,5.0,5.515644860511249,2.4789000000000003,12.47
DTXSID30896478,1621181-80-3,"(1E)-1,2,3,3,3-Pentafluoro-1-(trifluoromethoxy)prop-1-ene",7.228739942354127,Moderate Concern,2.5900067762124426,5.0,5.582023961284955,3.1931999999999996,9.23
DTXSID70896477,1620992-19-9,"(1Z)-1,2,3,3,3-Pentafluoro-1-(trifluoromethoxy)prop-1-ene",7.228739942354127,Moderate Concern,2.5900067762124426,5.0,5.582023961284955,3.1931999999999996,9.23
DTXSID70503093,16329-89-8,"Methyl 2,3-dichloro-2,3,3-trifluoropropanoate",7.2242079722053605,Moderate Concern,2.70680344222046,5.0,5.337814973575737,1.8956,26.3
DTXSID90896055,1036029-24-9,"2-Cyanoethyl 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecyl N,N-dipropan-2-ylphosphoramidoite",7.222629109104555,Moderate Concern,2.416399878635232,5.0,5.978008170720363,9.06858,45.489999999999995
DTXSID601023720,174082-84-9,"2,3,3,3-Tetrafluoro-2-(1,1,2,3,3,3-hexafluoro-2-((1,1,2-trifluoro-2-propen-1-yl)oxy)propoxy)propanoic acid",7.216973251438167,Moderate Concern,2.132163112458256,6.0,5.641354867324879,4.2292000000000005,55.760000000000005
DTXSID90382160,53580-21-5,"4,4,5,5,6,6,6-Heptafluoro-1-phenylhexane-1,3-dione",7.216166005253408,Moderate Concern,2.622618141235685,5.0,5.503024547716584,3.661400000000002,34.14
DTXSID60896244,376383-49-2,"7-(Heptafluoropropyl)-4,9-dimethoxy-5H-furo[3,2-g][1]benzopyran-5-one",7.213198225165859,Moderate Concern,2.635432025151766,5.0,5.474015763886359,4.845800000000001,61.81
DTXSID20769086,138597-07-6,[2-Chloro-4-(pentafluoroethyl)phenyl](4-fluorophenyl)methanone,7.210935738779338,Moderate Concern,2.580808555613801,5.0,5.58812138397018,5.364200000000002,17.07
DTXSID801023726,413570-89-5,"[3,3,4,4-Tetrafluoro-4-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]butyl]trichlorosilane",7.207159492710256,Moderate Concern,2.3999618249972188,5.0,6.006061777852326,7.9044000000000025,18.46
DTXSID0022563,54965-21-8,Albendazole,7.198266928234018,Moderate Concern,3.4660962465597245,4.0,5.191912180294086,3.2433000000000005,67.01
DTXSID6073075,118337-09-0,"2,4,8,10-Tetrakis(1,1-dimethylethyl)-6-fluoro-12-methyl-12H-Dibenzo[d,g][1,3,2]dioxaphosphocin",7.192978610697236,Moderate Concern,2.5589533094399446,5.0,5.621813093785208,9.995999999999995,18.46
DTXSID60895277,38787-66-5,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-Pentadecafluoro-9-iodotetradecane",7.191538901585271,Moderate Concern,2.3942099050169534,5.0,6.007442276899567,8.134500000000005,0.0
DTXSID40371928,1649-56-5,Ethyl 11H-perfluoroundecanoate,7.190892331968269,Moderate Concern,2.389882493894735,5.0,6.017778991509697,6.532300000000004,26.3
DTXSID4048646,22199-08-2,Sulfadiazine silver,7.185269883970847,Moderate Concern,2.8910962465597243,5.0,4.970619634348734,-0.09190000000000054,99.51000000000002
DTXSID90832695,873013-81-1,"Cyclohexyl 2,2,3,3-tetrafluoro-3-phenoxypropanoate",7.183151074221764,Moderate Concern,2.644874519126293,5.0,5.431751882576754,4.169400000000003,35.53
DTXSID70399897,52112-19-3,(Heptadecafluorooctyl)trimethylsilane,7.182559564762736,Moderate Concern,2.3878716792479717,5.0,6.015867290678522,6.873200000000004,0.0
DTXSID80892925,1870-13-9,17-H-Perfluoroheptadecanoic acid,7.180886604169414,Moderate Concern,2.21976225888804,5.0,6.4699600828122765,9.865600000000002,37.3
DTXSID00883411,509-09-1,Silver pentafluoropropionate,7.177531432785125,Moderate Concern,2.7185313478723527,5.0,5.280447796493198,-0.06860000000000038,40.129999999999995
DTXSID00223797,73609-36-6,Dichloromethyl((perfluorohexyl)ethyl)silane,7.177193540058911,Moderate Concern,2.4367297521724387,5.0,5.890840815367536,6.664900000000004,0.0
DTXSID00896642,95091-35-3,"Potassium 2,3,3,3-tetrafluoro-2-(trifluoromethyl)propanoate",7.176970040645119,Moderate Concern,2.7364698220412933,5.0,5.245422392629491,-2.4268,40.129999999999995
DTXSID5041728,2870-32-8,C.I. Direct Yellow 12,7.1765954985125875,Moderate Concern,2.9910962465597244,5.0,4.798638965073028,1.3014000000000032,182.29999999999998
DTXSID70381151,307-31-3,Perfluorooctanamidine,7.173089275441394,Moderate Concern,2.5087007375880255,5.0,5.718569112661812,4.29647,49.870000000000005
DTXSID40381188,330562-48-6,"1,2-bis[bromo(difluoro)methoxy]-1,1,2,2-tetrafluoroethane",7.172742396364096,Moderate Concern,2.565155238038599,5.0,5.592443131705828,4.0956,18.46
DTXSID6048670,198470-85-8,Parecoxib sodium,7.172300235677403,Moderate Concern,2.8410962465597245,5.0,5.048966746101842,1.3200199999999997,91.34
DTXSID20163727,147492-59-9,"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluorohexadecane",7.170123199429257,Moderate Concern,2.4085598852694323,5.0,5.953867490097448,8.256000000000004,0.0
DTXSID7034250,470-90-6,Chlorfenvinphos,7.1699616389375365,Moderate Concern,4.466096246559724,3.0,5.35140104698865,5.7283000000000035,44.760000000000005
DTXSID3021439,75-38-7,Vinylidene fluoride,7.168702098186711,Moderate Concern,2.674379518490757,5.0,5.361020789025675,1.3965999999999998,0.0
DTXSID70379775,40834-79-5,"Bicyclo[2.2.1]hepta-2,5-diene, 1,2,3,4,5,6,7,7-octafluoro-",7.165483522634278,Moderate Concern,2.5526179020620328,5.0,5.614223356222585,3.3667,0.0
DTXSID80895673,261503-82-6,"1,1,1,2,2,3,3,4,4,8,8,9,9,10,10,11,11,11-Octadecafluoroundecane-5,7-dione",7.16335175987035,Moderate Concern,2.430293716910015,5.0,5.895050223787895,5.451100000000002,34.14
DTXSID30828097,80466-32-6,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-Hexadecafluoro-2-methyldecan-2-ol",7.162684703333189,Moderate Concern,2.4381284072683314,5.0,5.875559861392395,5.469500000000003,20.23
DTXSID10382122,30428-47-8,"1,4-dibromo-2-chloro-1,1,2-trifluorooctane",7.162450005429252,Moderate Concern,2.5848979288504492,5.0,5.541766214818798,5.222500000000003,0.0
DTXSID40293631,893-87-8,Pentafluoropropanoic acid--1-phenylpiperazine (1/1),7.16019920479143,Moderate Concern,2.6803648675030916,5.0,5.342704862014963,2.3648,52.57
DTXSID3048784,243120-89-0,"Diethyl 2,2'-(hexane-1,6-diylbis{6'-[(2,3,4,6-tetra-O-acetyl-a-D-mannopyranosyl)oxy]biphenyl-3',3-diyl})diacetate",7.159836262202378,Moderate Concern,3.791096246559724,4.0,4.721481463771632,7.501200000000009,299.91999999999996
DTXSID00896268,546063-97-2,"1-{4-[(2H-1,3-Benzodioxol-5-yl)methyl]piperazin-1-yl}-2,2,3,3,4,4,4-heptafluorobutan-1-one",7.155977825847228,Moderate Concern,2.6255805773244316,5.0,5.450967978396189,2.892400000000001,42.010000000000005
DTXSID60659230,1193009-93-6,"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-8-(pentyloxy)octane",7.153858215999975,Moderate Concern,2.4449547323264604,5.0,5.85193510653903,6.322100000000003,9.23
DTXSID6044983,7328-17-8,2-(2-Ethoxyethoxy)ethyl prop-2-enoate,7.147009082952046,Moderate Concern,3.4660962465597245,4.0,5.154941304678003,0.7686999999999999,44.760000000000005
DTXSID3046615,5205-82-3,Bevonium metilsulfate,7.136846578718787,Moderate Concern,2.8410962465597245,5.0,5.0240090157880255,2.1876000000000007,112.96000000000002
DTXSID30896251,316827-33-5,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoro-N-[(4-sulfamoylphenyl)methyl]nonanamide",7.135831580146534,Moderate Concern,1.78995505775096,7.0,5.695140260841883,4.959600000000002,89.25999999999999
DTXSID70783393,36957-50-3,3-(Triethoxysilyl)propyl heptafluorobutanoate,7.1340326647174575,Moderate Concern,2.616031919157794,5.0,5.454086865281208,3.801000000000003,53.99000000000001
DTXSID10600075,753025-19-3,1-Bromo-4-(nonafluorobutyl)benzene,7.131661516560634,Moderate Concern,2.4923145741077506,5.0,5.722922451804681,5.373800000000001,0.0
DTXSID3049043,154229-18-2,Abiraterone acetate,7.131245527844061,Moderate Concern,3.316096246559724,4.0,5.376235336385633,5.9694000000000065,39.19
DTXSID00896162,71623-69-3,"2,4-Dimethoxy-5-(nonafluorobutyl)pyrimidine",7.121839459495307,Moderate Concern,2.5784724306496756,5.0,5.524076484076177,3.4185000000000016,44.24
DTXSID60896582,1882109-72-9,"Perfluoro-2,3,4-trimethylpentanoic acid",7.117384121578299,Moderate Concern,2.4717652991897348,5.0,5.7589481686723545,4.4451,37.3
DTXSID90371312,234443-21-1,"4-bromo-3,3,4,4-tetrafluorobutan-1-ol",7.114420374521512,Moderate Concern,2.6410962465597243,5.0,5.387475283256877,1.9918,20.23
DTXSID80468467,74728-99-7,"2,3-Difluoro-2,3-bis(pentafluoroethyl)oxirane",7.1139963466882845,Moderate Concern,2.4910962465597244,5.0,5.71153873039865,3.7434,12.53
DTXSID40846065,918409-60-6,"1,1'-(1,2,3,3,4,4-Hexafluorocyclobutane-1,2-diyl)bis(4-bromobenzene)",7.112006701509351,Moderate Concern,2.5038018453795994,5.0,5.680966099320935,6.525600000000003,0.0
DTXSID70896513,261760-03-6,"5,6,6,6-Tetrafluoro-5-(heptafluoropropoxy)hexane-2,4-dione",7.105852409968513,Moderate Concern,2.5419620341963833,5.0,5.59084070837821,3.569700000000001,43.370000000000005
DTXSID60896249,203201-05-2,"N'-[(2E)-5,5,6,6,7,7,7-Heptafluoro-4-oxohept-2-en-2-yl]-4-nitrobenzohydrazide",7.104659395242072,Moderate Concern,2.682127526567747,5.0,5.297778964547395,3.1350000000000007,101.34
DTXSID60896542,312943-34-3,"Phenyl 2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propanoate",7.104395338906836,Moderate Concern,2.417751138220723,5.0,5.87686236734449,6.464600000000003,44.760000000000005
DTXSID00611519,25533-93-1,4-(Undecafluoropentyl)benzoic acid,7.09826376473263,Moderate Concern,2.5073490417939435,5.0,5.661966998941644,4.944800000000001,37.3
DTXSID10895969,1463530-16-6,1-Nitro-3-(undecafluoropentyl)benzene,7.097532583387631,Moderate Concern,2.510507671399605,5.0,5.654260820824949,5.154800000000002,43.14
DTXSID30375233,261760-23-0,"1,1,1,2-tetrafluoro-4-iodo-2-(trifluoromethyl)hexane",7.096925935827263,Moderate Concern,2.5225120850645073,5.0,5.626871702892775,4.423000000000002,0.0
DTXSID90206377,57677-97-1,Bis(2-hydroxyethyl)ammonium bis((perfluorooctyl)ethyl) hydrogen phosphate,7.096769638674829,Moderate Concern,2.2630118879290473,5.0,6.271968500500724,8.8214,115.66000000000001
DTXSID50893308,98789-57-2,Sodium Perfluorononanesulfonate,7.0922903378977065,Moderate Concern,2.47561414164112,5.0,5.729721945437043,2.1378000000000017,57.2
DTXSID0045096,132-17-2,Benztropine methylsulfonate,7.0880000062316455,Moderate Concern,2.7160962465597245,5.0,5.2192554039345875,3.921800000000003,66.84
DTXSID70870515,356-42-3,Pentafluoropropanoic anhydride,7.08728278297459,Moderate Concern,2.5690900024184566,5.0,5.5173487704228785,2.4513999999999996,43.370000000000005
DTXSID2046703,103597-45-1,Bisoctrizole,7.0843877230333785,Moderate Concern,4.416096246559724,3.0,5.347398341202623,9.583999999999996,101.88
DTXSID30880534,64018-23-1,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecanoyl chloride",7.083021660723458,Moderate Concern,2.384682324388861,5.0,5.940432055274845,6.151300000000003,17.07
DTXSID20895511,66249-23-8,"(3,3,4,4,5,5,6,6,6-Nonafluorohex-1-yn-1-yl)benzene",7.08135766315863,Moderate Concern,2.4896841628015247,5.0,5.688559030066136,4.506300000000001,0.0
DTXSID40756059,89932-76-3,4-((Heptadecafluorooctyl)oxy)benzenesulfonamide,7.078279406268334,Moderate Concern,1.75,7.0,5.778187270423129,5.679700000000001,69.39
DTXSID8020911,3771-19-5,Nafenopin,7.074839259296172,Moderate Concern,3.341096246559724,4.0,5.293800849482431,4.396800000000003,46.53
DTXSID20895415,86563-87-3,1-(Perfluoroethyl)-2-(perfluorohexyl)ethene,7.068691830145626,Moderate Concern,2.3447234661201897,5.0,6.029446058167515,6.479000000000003,0.0
DTXSID70896518,117837-58-8,"Prop-2-en-1-yl 2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propanoate",7.067745756120894,Moderate Concern,2.4195716005032466,5.0,5.842146398685514,5.588200000000002,44.760000000000005
DTXSID30892935,777011-38-8,Perfluoro-8-chloro-1-octanesulfonic acid,7.065382883162746,Moderate Concern,2.4500012551461805,5.0,5.767656541662618,5.1104,54.370000000000005
DTXSID40880540,64018-24-2,"3,3,4,4,5,5,6,6,6-Nonafluorohexanoyl chloride",7.064011543873593,Moderate Concern,2.520062456986967,5.0,5.606219420703925,3.6101,17.07
DTXSID90895205,1287702-48-0,"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoroundecane",7.060143736769767,Moderate Concern,2.4027970668652046,5.0,5.8766042577043285,6.305500000000003,0.0
DTXSID9044459,76-60-8,Bromcresol green,7.059272022814883,Moderate Concern,2.671096246559724,5.0,5.285674023844683,6.775440000000005,83.83
DTXSID6046183,800-22-6,Chloracizine,7.058302168133385,Moderate Concern,4.366096246559724,3.0,5.388720853855807,5.2012000000000045,23.550000000000004
DTXSID10702568,771491-82-8,"1-[4'-(4-Chloro-1,1,2,2,3,3,4,4-octafluorobutane-1-sulfonyl)-5'-methyl[2',3'-dihydro[2,3'-bifuran]]-2'-yl]ethan-1-one",7.057418255655404,Moderate Concern,1.844891962107629,7.0,5.46483278510785,4.692300000000003,73.58000000000001
DTXSID40832746,872885-66-0,"1,1',1''-{[(Heptafluorocyclobutyl)oxy]methanetriyl}tribenzene",7.056915895102816,Moderate Concern,2.4817692960230726,5.0,5.687003950295635,6.580400000000005,9.23
DTXSID9046659,141845-82-1,Ciclesonide,7.053054910539539,Moderate Concern,3.416096246559724,4.0,5.161633631987475,4.703900000000005,99.13000000000001
DTXSID40655199,2358-53-4,"2,2,3,3,4,4,4-Heptafluorobutanimidamide--hydrogen chloride (1/1)",7.052358899208407,Moderate Concern,2.6114698220412933,5.0,5.401064825398463,2.17707,49.870000000000005
DTXSID20896588,1882109-78-5,Perfluoro-3-ethylhexanoic acid,7.04715288229562,Moderate Concern,2.4473749983133617,5.0,5.7589481686723545,4.4451,37.3
DTXSID70880179,2218-54-4,Sodium perfluorobutanoate,7.045834480829382,Moderate Concern,2.686469822041293,5.0,5.245422392629491,-2.4268000000000005,40.129999999999995
DTXSID50880213,13140-34-6,Methyl perfluoro(2-propoxypropanoate),7.045232256242829,Moderate Concern,2.517282257616105,5.0,5.597490893146598,3.1945000000000006,35.53
DTXSID2041046,78919-13-8,Iloprost,7.044380997500015,Moderate Concern,3.403596246559724,4.0,5.174219037158353,3.541300000000003,77.76
DTXSID30881864,160336-21-0,N-[3-(Dimethylamino)propyl]-2(or 3)-[2-[perfluoro(n-alkyl(C1-12))]ethylthio]succinamic acid,7.041937336345201,Moderate Concern,2.2461365988973125,6.0,5.225221935746823,2.0553999999999997,69.64
DTXSID20758652,93416-26-3,"6-Methyl-2-(undecafluoropentyl)-1,3-benzoxazole",7.041160941230551,Moderate Concern,2.4608014725765663,5.0,5.72265663825221,5.696220000000001,26.03
