CID,SMILES
6172,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
71717,CCCOC1=CC2=C(C=C1)[C@H]3CC[C@]4([C@H]([C@@H]3CC2)CCC4OC)C
6184,CCCCCC=O
137264,CC(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F
6197,C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C
6207,C(COCCOCCN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
5281855,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O
6209,C[N+](C)(C)CCO.[Cl-]
6211,C1C(=O)NC(=O)NC1=O
6212,C(Cl)(Cl)Cl
6213,CS(=O)(=O)C
6214,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl
6215,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@@]53C)F)F)O
6216,CC(=O)OCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)OC(=O)C)O
71750,C1C2=C(C=CC(=C2)N)N=C3N1C(=O)C4=CC=CC=C43
2758725,C(=S)(N)NC(=S)N
135403591,CN1C=NC2=C1N=C(NC2=O)N
5281873,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)/C=C(/C(F)(F)F)\Cl)C
5281874,CC1=C(C(=C(C(=C1F)F)COC(=O)C2C(C2(C)C)/C=C(/C(F)(F)F)\Cl)F)F
6227,C(C(=O)O)Br
6228,CN(C)C=O
71764,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC.Cl
6230,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
5281875,CC1(CN=C(NC1)NN=C(/C=C/C2=CC=C(C=C2)C(F)(F)F)/C=C/C3=CC=C(C=C3)C(F)(F)F)C
71768,CC(C)(C)C1CCC(CC1)CC2=C(C3=CC=CC=C3C(=O)C2=O)O
6233,C1=CC(=CC=C1C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
6234,C1[C@H](C(=O)NO1)N
71771,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl
5281881,C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
6237,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)O)I
6238,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O
71773,CCOCC(COC1=CC=C(C=C1)NC(=O)CC[S+](C)C)O.CC1=CC=C(C=C1)S(=O)(=O)[O-]
6240,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl
6241,CN1C=NC2=C1C(=O)N(C(=O)N2C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
71777,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2Cl)OC(C(C(F)(F)F)F)(F)F)Cl)F
6243,C[N+]1(CC2=C(C1)C(=C(C(=C2Cl)Cl)Cl)Cl)CC[N+](C)(C)C.[Cl-].[Cl-]
6249,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C
6251,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
6252,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O.Cl
6253,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O
104556,C1N(CN(CN1CCO)CCO)CCO
6256,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O
6257,COC1=CC=CC=C1OCC2CNC(=O)O2
6258,C1=CC2=C(C=C1Cl)SNC2=O
6259,C1=CC=C(C=C1)C(=O)CBr
71793,C1CCN(C1)NC(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl
6264,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F
6269,CC1=CC=C(C=C1)S(=O)(=O)N
202877,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.O.O.O.[Mg+2]
6271,CCC(=O)C1=CC=C(C=C1)O
39040,CC1=C2C(=CC=C1)SC3=NN=CN23
71808,CNC(=O)NC(C(Cl)(Cl)Cl)O
39042,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl
71809,CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C2CCCC2.[Br-]
6276,CCCCCO
6277,CC(=O)[O-].CC(=O)[O-].[Co+2]
6278,CC(Cl)(Cl)Cl
6279,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C
71815,CC1=NC=C(N1CC(C)O)[N+](=O)[O-]
6282,C1=CC(=C(C=C1C2(C3=C(C(=C(C(=C3Br)Br)Br)Br)C(=O)O2)C4=CC(=C(C=C4)O)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+]
6285,CC[N+](CC)(CC)CC.[Br-]
71821,CC1=NC2=CC=CC=C2N1CC3=CC=C(C=C3)Cl
6288,C[C@H]([C@@H](C(=O)O)N)O
6291,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC
6293,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O
6294,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
6295,CCC1=CC=C(C=C1)C(C2=CC=C(C=C2)CC)C(Cl)Cl
71833,CN1CCC2=CC3=C(C=C2C1O)OCO3.Cl
6300,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C
6301,CC1=NC2=C(C=C1)C(=CC(=C2O)Cl)Cl
71837,CCN(CC)CCNC(=O)C1=C(C=C(C=C1)Cl)OCC=C
104607,C1CNCCC1N2C3=C(C=C(C=C3)Cl)NC2=O
727200,C1CCC(CC1)NC(=S)NC2CCCCC2
6305,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N
6306,CC[C@H](C)[C@@H](C(=O)O)N
6307,CCC1NC2=CC(=C(C=C2C(=O)N1)S(=O)(=O)N)Cl
104609,CCOC(=O)N1CCC(CC1)NC2=C(C=C(C=C2)Cl)N
104610,CCOC(=O)N1CCC(CC1)N2C3=C(C=C(C=C3)Cl)NC2=O
6317,CC(C)NCC(C1=CC=C(C=C1)[N+](=O)[O-])O
6318,C1=CC(=CC=C1C(=O)O)Cl
6319,C1=CC=C(C=C1)NC2=CC=C(C=C2)NC3=CC=CC=C3
6322,C(C[C@@H](C(=O)O)N)CN=C(N)N
104635,CC(C)CCCCCCOC(=O)C1=CC(=C(C=C1)C(=O)OCCCCCCC(C)C)C(=O)OCCCCCCC(C)C
6332,CCBr
6333,C(Cl)Br
6336,CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl
71872,CC(C(=O)C1=CC=CC=C1)N(C)C
71873,CCCCCCCCCCCCCCNCCO.CC(C(=O)O)O
6342,CC#N
6344,C(Cl)Cl
6348,C(=S)=S
6358,CC(C)Br
6359,C(Cl)(Cl)Br
71895,CC1=C(C(=CC=C1)C)NC(=O)C2=CC=CC=C2C(=O)O
2758873,CCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F
2758874,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-]
6364,CC(C)S
6365,CC(Cl)Cl
6366,C=C(Cl)Cl
71900,CC1=NC(=CN1C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]
71905,CC1=C([N+](=O)C2=CC=CC=C2N1[O-])C(=O)NCCO
104677,C1=CC(=C(C=C1SC#N)[N+](=O)[O-])N
6374,C(I)(I)I
6375,C[N+](=O)[O-]
6377,CC1CN1
6379,C[N+](C)(C)C.[Cl-]
39147,CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O
71916,COC1=CC(=CC(=C1O)C(=O)NCCO)CC=C
135436526,CN(C(=N)N[N+](=O)[O-])N=O
6383,C(Cl)(Cl)(Cl)Br
6385,CC(C)(C)N
6387,CC(C)(C)S
6389,C(F)(Cl)(Cl)Cl
6395,CS(=O)(=O)O
6396,C[Si](C)(C)C
6397,C[Si](C)(C)Cl
6403,CCC(C)(C)C
6405,CCC(C)(C)O
6406,CC(C)(C#N)O
6409,C(C(F)(F)F)O
6410,CC(C)(C)OO
170249,C=CC1=CC=CC(=C1)CCl
6415,C(=O)(C(Br)(Br)Br)O
6416,CC(=O)C(C)(C)C
6417,CC(C)(C)C(=O)O
6418,CC(C(=O)O)(Cl)Cl
6419,C(C(Cl)(Cl)Cl)(Cl)Cl
6420,C(=O)(C(Cl)(Cl)Cl)Cl
6421,C(=O)(C(Cl)(Cl)Cl)O
39186,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC
6423,C([N+](=O)[O-])(Cl)(Cl)Cl
1349907,CN1C=CNC1=S
3086618,C1C[C@H](CN(C1)CCC2=CC3=C(C=C2)OCO3)OC(C4=CC=CC=C4)C5=CC=CC=C5
6427,C(C(F)(Cl)Cl)(F)(Cl)Cl
6428,C(C(F)(Cl)Cl)(F)(F)Cl
71967,CC1=C(N=CN1)C2=CC=C(C=C2)Cl
6436,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O
104741,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F
6442,CC(C)(CO)[N+](=O)[O-]
6446,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)F
39214,CC1=NC=C(C(=N1)N)CNC(=O)N(CCCl)N=O
170286,C=CC(=O)OCCN1C(=O)N(C(=O)N(C1=O)CCOC(=O)C=C)CCOC(=O)C=C
6451,CC1=C(C(=C(C=C1C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4C)Br)O)Br)Br)O)Br
39223,CCOP(=S)(OCC)OC1=NN(C(=N1)Cl)C(C)C
6456,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)Cl
71992,C[C@H](CSC(=O)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O
104762,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)N
5282108,CC1=CCCC(C1/C=C/C(=O)C)(C)C
6461,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.[Br-]
39230,COC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)Cl)Cl)[N+](=O)[O-]
5282109,CC(=CCC/C(=C/COC=O)/C)C
5282110,CC(=O)OC/C=C/C1=CC=CC=C1
104769,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O.Cl
6466,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
72004,CCOC(=O)C1=CC=C(C=C1)OCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O
6476,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2
6478,C1(=C(C(C(=C1Cl)Cl)(Cl)Cl)Cl)Cl
6479,CC1(C(=O)N(C(=O)N1Br)Br)C
6480,CC(CO)(CO)[N+](=O)[O-]
6481,CC(C)C(CC(C)N(C)C)(C#N)C1=CC=CC=C1
72016,CCC1(CC2=CC=CC=C2O1)C3=NCCN3
3086676,COC1=C2CCCCC(C2=NC=C1)S(=O)C3=NC4=CC=CC=C4N3
6488,CCC(CC)(C(=O)NC(=O)N)Br
5282136,C1CCN(CC1)CC2=CC(=NC=C2)OC/C=C\CNC(=O)CS(=O)CC3=CC=CO3
6490,CC(C)C(C(C)(C)COC(=O)C(C)C)O
6491,CC1(C(=O)NC(=O)N1)C
6492,C1C=CC2C1C3CC2C=C3
72026,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCCN3C(=O)C2
5282138,CC1=C(C(C(=C(N1)C)C(=O)OC/C=C/C2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCOC
6495,CC(C)(OC)OC
23664984,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CS(=O)(=O)[O-].[Na+]
6497,COS(=O)(=O)OC
6498,C1C=CCS1(=O)=O
6501,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2
6502,CC(CO)(CO)CO
6503,C(C(CO)(CO)N)O
6504,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)OC(=O)C
6505,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C
6506,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O
170344,CCC1=C(C(=CC=C1)CC)NC(=O)CN(CC(=O)O)CC(=O)O
6510,CCC(CO)(CO)CO
4659569,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-]
6514,C(CS)C(=O)O
6515,CCO[Si](CC)(OCC)OCC
6516,CCO[Si](C=C)(OCC)OCC
6517,CCO[Si](OCC)(OCC)OCC
6518,C(C(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-]
5282164,C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@@H]5[C@]3(C4)CC[C@@H](C5(C)C)OC(=O)/C=C/C6=CC(=C(C=C6)O)OC)C)C
104827,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.O.O.O.[Cl-]
72060,CCC(C1=CC=CC=C1)C(=O)NC(=O)N
6525,C#CC1(CCCCC1)O
170364,CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)C[C@@H](C(=O)O)NC4=CC=CC=C4C(=O)C5=CC=CC=C5
6527,CC1=CC=CC=C1OP(=O)(OC2=CC=CC=C2C)OC3=CC=CC=C3C
6528,CC1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3
6529,CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C
39299,CC1=CC(=C(N1C2=CC=C(C=C2)Cl)C)CC(=O)O
6532,CC(C)C(=O)OC(C)(CCC=C(C)C)C=C
6534,CCOP(=O)(CC)OCC
6535,CCOP(=O)(OCC)OCC
6536,CCN(CC)CCOC1=CC=C(C=C1)C(CC2=CC=C(C=C2)Cl)(C3=CC=C(C=C3)C)O
6537,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC
104838,C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O
6539,CCCCOP(=O)(CCCC)OCCCC
6540,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
72075,CN1CCC(CC1)N(CC2=CC=CC=C2)C3=CC=CC=C3
104845,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C
5282182,CC(=CCC/C(=C/CC/C(=C/CCC(=O)OC/C=C(\C)/CCC=C(C)C)/C)/C)C
6544,CC1=CC(=O)CC(C1)(C)C
6545,CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C
104850,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl
6547,CC(C)(C#N)N=NC(C)(C)C#N
6548,CCC(C)(CCCC(C)C)O
6549,CC(=CCCC(C)(C=C)O)C
5282198,CCOC(=O)/C=C(\C)/C=C/C[C@@H](C)CCCC(C)C
5282199,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CCC(=O)C)/C)/C)/C)C
104856,CN(CCCC(C1=CN=CC=C1)O)N=O
23697816,C12=C(NC(=O)NC1=O)[N-]C(=O)N2.[Na+]
6554,CCC(C)Br
6555,CC(C)CBr
72092,CCCCCCCCOC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)OCC[N+](C)(CC)CC.[Br-]
6557,CC(=C)C=C
5282203,CC(C1=CC=C(C=C1)/C=C/2\CCCCC2=O)C(=O)O
6559,CC(C)C#N
39328,CC(C)[N+](C)(C)CC(COC1=CC=CC2=CC=CC=C21)O.[Cl-]
6560,CC(C)CO
72098,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)CC(=O)N4C5=CC=CC=C5SC6=CC=CC=C64
6561,CC(C)C=O
39327,CCOC1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]
6563,CCC(C)Cl
6564,CC(CCl)Cl
6565,C=C(CCl)Cl
6567,CC(CN)N
6568,CCC(C)O
6569,CCC(=O)C
6570,CC(=O)C=C
6571,CC(=O)CCl
6572,CC(C#N)O
6574,C(C(Cl)Cl)Cl
6575,C(=C(Cl)Cl)Cl
72106,C1COCCN1CCOC(=O)C2=C(N=CC=C2)NC3=CC=CC(=C3)C(F)(F)F
6577,C(C(=O)Cl)Cl
5282219,CC(=CCOC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)OCC=C(C)C)OCC(=O)O)C
6579,C=CC(=O)N
6580,C(C(=O)N)Cl
5282229,CC(=CCC/C(=C/CC/C(=C/C(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O)/C)/C)C
6582,CC(=O)NC
6584,CC(=O)OC
6586,COC(=O)Cl
6587,CC[N+](=O)[O-]
6588,C(C(Br)Br)(Br)Br
6589,CC(C)C(C)C
6590,CC(C)C(=O)O
6591,C(C(Cl)Cl)(Cl)Cl
72124,CC1CC(=O)NN=C1C2=CC=C(C=C2)NC(=NC)NC#N
6593,C(C(=O)Cl)(Cl)Cl
6595,CC(=C)C(=O)N
6597,C(C(=O)O)(Cl)Cl
6598,CN(C)C(=O)Cl
72137,CCN(CC)CC(=O)NC1=C(C=CC=C1C(=O)OC)C
6607,CC#C[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H](C4=CC(=O)CC[C@]34C)C)C)O
6610,CCC(C)(C)C1=CC(=C(C=C1O)C(C)(C)CC)O
72146,COC1=C(C=CC(=C1)C(=S)N2CCOCC2)O
6616,CC1(C2CCC(C2)C1=C)C
39385,CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl
6618,CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br
6619,CC(C)(C1=CC(=C(C(=C1)Cl)O)Cl)C2=CC(=C(C(=C2)Cl)O)Cl
6620,CC1=C(C=CC(=C1)C(C)(C)C2=CC(=C(C=C2)O)C)O
6621,C1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)Cl
104920,C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F.Cl.Cl
6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
6624,CC(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O
6625,C1=CC(=CC=C1S(=O)(=O)C2=CC=C(C=C2)Cl)Cl
6626,C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O
6627,C1=CC=C(C=C1)[Si](C2=CC=CC=C2)(Cl)Cl
104926,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C
6629,CC(C)(C1=CC=CC=C1)OO
5478883,C[C@@H](C(=O)N[C@@H](CC(C)C)[C@H](CC(=O)O)O)NC(=O)C[C@@H]([C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)CC(C)C)O
6633,CC1=CC=C(C=C1)S(=O)(=O)NC2CCCCC2
6634,C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl
6635,C1=CC(=CC=C1OS(=O)(=O)C2=CC=C(C=C2)Cl)Cl
6636,C1=CC=C(C=C1)S(=O)(=O)OC2=CC=C(C=C2)Cl
6637,CCNS(=O)(=O)C1=CC=C(C=C1)C
6640,CC(C)C1=CC=C(C=C1)S(=O)(=O)O
6641,CC(C)(C1=CC=CC=C1)OOC(C)(C)C2=CC=CC=C2
6643,CCC(C)(C)C1=CC=C(C=C1)O
6645,CC1=CC=C(C=C1)S(=O)(=O)OC
6649,C1=CC(=CC=C1OC2=CC=C(C=C2)S(=O)(=O)NN)S(=O)(=O)NN
6650,CC1(CCC(CC1)C(C)(C)N)N
6101499,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Ni+2]
6654,CC1=CCC2CC1C2(C)C
39424,CN1C(=CC(=[N+]1C)C2=CC=CC=C2)C3=CC=CC=C3.COS(=O)(=O)[O-]
6658,CC(=C)C(=O)OC
6662,CC1=C(ON=C1C)N(C(=O)C)S(=O)(=O)C2=CC=C(C=C2)N
6669,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C(=O)C
6670,C1=CC=C2C(=C1)C=CC(=C2S(=O)(=O)O)N
5282318,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C.C(=C\C(=O)O)\C(=O)O
6672,CC1=C(C(=CC=C1)C)[N+](=O)[O-]
6673,C1C2C3CC4C(C3C1C5C2O5)O4
6674,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2C(=O)C[C@H]4[C@@]3(CCC(=O)C4)C)C
6678,C1=CC2=C3C(=CC=C4C3=C1C(=O)OC4=O)C(=O)OC2=O
6680,CC1=CC=C(C=C1)NC2=C3C(=C(C=C2)O)C(=O)C4=CC=CC=C4C3=O
6681,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3Br)Br)N
6683,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3O)O)O
6688,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)O)O
170530,CC1=NC2=C(C1(C)C)C3=CC=CC=C3C=C2
6693,C1=CC2=C3C(=C1)C(=O)OC(=O)C3=CC=C2
6694,CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-]
6702,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)N
105010,CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C(=CC=C2)OC)C)C
6709,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)Cl
39485,C=CC(=O)OCCOC1=CC=CC=C1
6719,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)C3C(=O)C4=CC=CC=C4C3=O
6720,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-]
6724,C1=CC2=C3C(=C1)C(=O)C(=O)C3=CC=C2
5282375,CCOC(=O)/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C(=C(C=C1C)OC)C)C
6730,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(=O)O)Cl
6731,C1=CC=C2C(=C1)C=CC(=N2)C3C(=O)C4=CC=CC=C4C3=O
6732,CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O
6733,CC(C)CC(=O)C1C(=O)C2=CC=CC=C2C1=O
6734,C1CC2=CC=CC3=C2C1=CC=C3
5282379,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C
6736,CC1=CNC2=CC=CC=C12
6737,C1=CC(=C(C(=C1)Cl)C=O)Cl
6738,CC1=C(C(=CC=C1)C(=O)O)O
6739,CC1=C(C(=CC=C1)[N+](=O)[O-])C
6740,CC1=C(C=CC=C1Cl)[N+](=O)[O-]
6741,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O
72276,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
5282386,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl
6749,C1=CC2=C(C=CC=C2O)C(=C1)O
6753,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-]
5282402,CN(C)CC/C=C\1/C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O.Cl
137829,CC(C1CCCCC1)O
6758,CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC
39526,C1CC2CN(CCN2C1)CCC(=O)N3C4=CC=CC=C4SC5=C3C=C(C=C5)Cl
5282409,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O
6766,C1=CC=C(C=C1)C2=CC=CC=C2C3=CC=CC=C3
6772,CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O
6773,CC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O
5282422,CCN(CC)CC1=NC=CN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3Cl.C(=C/C(=O)O)\C(=O)O
6777,C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)OC3CCCCC3
6778,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2C(=O)OC3=CC=CC=C3
6780,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3C2=O
6781,CCOC(=O)C1=CC=CC=C1C(=O)OCC
6782,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C
6785,CCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCC
6786,CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC
6787,CCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCC
6788,CCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCC
5282433,CCCCCOC1=CC=CC=C1/C(=C\SC)/N2C=CN=C2
5282435,C1=CC(=C(C=C1Cl)C2=NC(=NC(=N2)N)N)Cl.C(=C\C(=O)O)\C(=O)O
72327,CC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)F
39562,C1=CC=C2C(=C1)C(=NN2CC3=C(C=C(C=C3)Cl)Cl)C(=O)O
5282443,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3
